HMDB	KEGG
HMDB0015549	C07043
HMDB0015550	C07457
HMDB0015555	C07230
HMDB0015556	C07790
HMDB0015562	C07055
HMDB0015563	C07414
HMDB0015564	C06812
HMDB0015565	C11718
HMDB0015566	C08033
HMDB0015570	C06694
HMDB0015573	C13698
HMDB0015574	C07231
HMDB0015575	C09314
HMDB0015576	C07641
HMDB0015579	C07619
HMDB0015582	C07974
HMDB0015591	C07818
HMDB0015592	C11168
HMDB0015597	C09252
HMDB0015604	C14388
HMDB0015605	C12864
HMDB0015607	C11715
HMDB0015618	C07567
HMDB0015619	C11169
HMDB0015623	C14319
HMDB0015632	C15182
HMDB0015639	C11798
HMDB0015640	C07913
HMDB0015652	C11768
HMDB0015654	C07471
HMDB0015655	C07198
HMDB0015673	C05829
HMDB0015676	C12695
HMDB0015677	C02924
HMDB0015682	C12389
HMDB0015684	C07637
HMDB0015694	C08154
HMDB0028818	C01425
HMDB0028889	C05010
HMDB0028933	C11332
HMDB0029196	C01018
HMDB0029198	C16364
HMDB0029215	C19157
HMDB0029217	C03404
HMDB0029225	C01327
HMDB0029247	C16301
HMDB0029249	C08652
HMDB0029263	C01265
HMDB0029300	C19326
HMDB0029306	C13637
HMDB0029311	C08894
HMDB0029335	C10009
HMDB0029336	C10011
HMDB0029365	C02717
HMDB0029367	C06162
HMDB0029368	C13757
HMDB0029369	C17208
HMDB0029372	C02495
HMDB0029374	C10174
HMDB0029377	C03882
HMDB0029379	C00933
HMDB0029386	C08549
HMDB0029387	C02926
HMDB0029391	C18699
HMDB0029399	C09955
HMDB0029402	C04209
HMDB0029406	C08537
HMDB0029407	C08539
HMDB0029411	C08567
HMDB0029412	C08269
HMDB0029416	C03884
HMDB0029422	C05575
HMDB0029427	C08287
HMDB0029428	C08280
HMDB0029430	C03510
HMDB0029433	C00651
HMDB0029437	C01683
HMDB0029438	C05945
HMDB0029441	C08295
HMDB0029457	C00841
HMDB0029463	C10065
HMDB0029469	C10040
HMDB0029477	C16979
HMDB0029515	C17765
HMDB0029519	C09762
HMDB0029521	C10044
HMDB0029522	C11577
HMDB0029523	C08244
HMDB0029529	C16192
HMDB0029539	C08731
HMDB0029540	C10112
HMDB0029548	C10039
HMDB0029561	C10573
HMDB0029571	C06752
HMDB0029593	C06790
HMDB0029594	C19503
HMDB0029595	C02445
HMDB0029596	C13827
HMDB0029597	C11249
HMDB0029599	C12518
HMDB0029600	C11271
HMDB0029605	C07604
HMDB0029611	C01892
HMDB0029617	C10381
HMDB0029620	C10192
HMDB0029631	C06561
HMDB0029635	C01454
HMDB0029636	C07214
HMDB0029637	C07209
HMDB0029638	C06758
HMDB0029642	C14454
HMDB0029643	C11510
HMDB0029645	C10726
HMDB0029646	C10680
HMDB0029657	C13635
HMDB0029659	C03663
HMDB0029661	C10675
HMDB0029673	C10331
HMDB0029676	C10038
HMDB0029683	C10759
HMDB0029686	C10761
HMDB0029697	C02394
HMDB0029698	C02394
HMDB0029699	C12299
HMDB0029706	C19180
HMDB0029707	C19254
HMDB0029711	C08720
HMDB0029713	C02740
HMDB0029718	C02595
HMDB0029723	C12283
HMDB0029737	C08493
HMDB0029739	C02693
HMDB0029746	C19306
HMDB0029748	C19245
HMDB0029749	C19244
HMDB0029751	C00829
HMDB0029752	C10312
HMDB0029757	C03766
HMDB0029758	C09268
HMDB0029838	C06537
HMDB0029840	C08568
HMDB0029841	C08569
HMDB0029842	C08538
HMDB0029843	C02284
HMDB0029845	C11159
HMDB0029862	C14147
HMDB0029864	C19255
HMDB0029865	C09315
HMDB0029867	C16975
HMDB0029872	C17821
HMDB0029875	C10868
HMDB0029876	C03002
HMDB0029878	C02107
HMDB0029882	C01518
HMDB0029894	C01630
HMDB0029898	C03323
HMDB0029900	C08335
HMDB0029902	C00760  
HMDB0029905	C08335
HMDB0029909	C17058
HMDB0029913	C08331
HMDB0029915	C06353
HMDB0029920	C05513
HMDB0029923	C01464
HMDB0029931	C00464
HMDB0029935	C08236
HMDB0029936	C07473
HMDB0029937	C00713
HMDB0029940	C01768
HMDB0029941	C01488
HMDB0029943	C06186
HMDB0029952	C06397
HMDB0029956	C01736
HMDB0029981	C10071
HMDB0030003	C08492
HMDB0030008	C14156
HMDB0030016	C09743
HMDB0030017	C00828
HMDB0030018	C09506
HMDB0030020	C00828
HMDB0030021	C08817
HMDB0030024	C03963
HMDB0030028	C12290
HMDB0030029	C12289
HMDB0030030	C07288
HMDB0030032	C09927
HMDB0030041	C10706
HMDB0030042	C16816
HMDB0030048	C08913
HMDB0030067	C08892
HMDB0030070	C17144
HMDB0030071	C08732
HMDB0030075	C10100
HMDB0030087	C10545
HMDB0030089	C09873
HMDB0030090	C09833
HMDB0030091	C08349
HMDB0030092	C08376
HMDB0030093	C10445
HMDB0030094	C08619
HMDB0030097	C11821
HMDB0030111	C10457
HMDB0030118	C06353
HMDB0030124	C01390
HMDB0030129	C02061
HMDB0030130	C10385
HMDB0030165	C10723
HMDB0030172	C09598
HMDB0030174	C17060
HMDB0030176	C05191
HMDB0030177	C10643
HMDB0030184	C09549
HMDB0030195	C10676
HMDB0030199	C10003
HMDB0030211	C17592
HMDB0030228	C16996
HMDB0030232	C09720
HMDB0030246	C09591
HMDB0030248	C09594
HMDB0030259	C09423
HMDB0030260	C09235
HMDB0030267	C09915
HMDB0030274	C10577
HMDB0030281	C09097
HMDB0030285	C06523
HMDB0030290	C06521
HMDB0030305	C10142
HMDB0030310	C06536
HMDB0030311	C06538
HMDB0030318	C09220
HMDB0030323	C13782
HMDB0030325	C06182
HMDB0030326	C06184
HMDB0030327	C09231
HMDB0030328	C10359
HMDB0030338	C10864
HMDB0030341	C10166
HMDB0030344	C09611
HMDB0030346	C09910
HMDB0030347	C09984
HMDB0030348	C09339
HMDB0030351	C10642
HMDB0030352	C10128
HMDB0030353	C10129
HMDB0030354	C09912
HMDB0030358	C09041
HMDB0030361	C09042
HMDB0030376	C08289
HMDB0030386	C10160
HMDB0030392	C17615
HMDB0030396	C00806
HMDB0030401	C16787
HMDB0030406	C17213
HMDB0030412	C08298
HMDB0030441	C01945
HMDB0030447	C19955
HMDB0030452	C02010
HMDB0030459	C08308
HMDB0030461	C08307
HMDB0030463	C07608
HMDB0030474	C16755
HMDB0030475	C16754
HMDB0030479	C16755
HMDB0030483	C02161
HMDB0030510	C12030
HMDB0030515	C12030
HMDB0030520	C11269
HMDB0030521	C10526
HMDB0030524	C14437
HMDB0030539	C10190
HMDB0030554	C14154
HMDB0030564	C10275
HMDB0030568	C10187
HMDB0030569	C10187
HMDB0030575	C14472
HMDB0030583	C07610
HMDB0030588	C00961
HMDB0030589	C03686
HMDB0030598	C10725
HMDB0030608	C09979
HMDB0030610	C16416
HMDB0030614	C10114
HMDB0030617	C10520
HMDB0030620	C17868
HMDB0030622	C09282
HMDB0030632	C10213
HMDB0030634	C08948
HMDB0030637	C01557
HMDB0030640	C12625
HMDB0030651	C09141
HMDB0030666	C09308
HMDB0030667	C04293
HMDB0030669	C02572
HMDB0030670	C10315
HMDB0030677	C06738
HMDB0030684	C08604
HMDB0030687	C17867
HMDB0030693	C16312
HMDB0030697	C08340
HMDB0030699	C02168
HMDB0030700	C10063
HMDB0030704	C01855
HMDB0030705	C10468
HMDB0030708	C10195
HMDB0030709	C10558
HMDB0030718	C10527
HMDB0030723	C10054
HMDB0030724	C10061
HMDB0030725	C10449
HMDB0030727	C09479
HMDB0030748	C09806
HMDB0030762	C10476
HMDB0030770	C10702
HMDB0030773	C03840
HMDB0030775	C10073
HMDB0030776	C11918
HMDB0030777	C12140
HMDB0030791	C09926
HMDB0030796	C10105
HMDB0030801	C10482
HMDB0030802	C10118
HMDB0030804	C10119
HMDB0030808	C09827
HMDB0030812	C09982
HMDB0030818	C09311
HMDB0030819	C09263
HMDB0030820	C09264
HMDB0030822	C12128
HMDB0030829	C10294
HMDB0030831	C16838
HMDB0030832	C10018
HMDB0030843	C04858
HMDB0030847	C00974
HMDB0030864	C12626
HMDB0030871	C10070
HMDB0030886	C00303
HMDB0030995	C19827
HMDB0030996	C16320
HMDB0030997	C12100
HMDB0031009	C10809
HMDB0031019	C14996
HMDB0031036	C08379
HMDB0031046	C16536
HMDB0031066	C20356
HMDB0031078	C01948
HMDB0031094	C13870
HMDB0031148	C02880
HMDB0031152	C16323
HMDB0031182	C03868
HMDB0031188	C01857
HMDB0031193	C19806
HMDB0031195	C14743
HMDB0031209	C19309
HMDB0031213	C14687
HMDB0031216	C03500
HMDB0031217	C00849
HMDB0031219	C01537
HMDB0031231	C02498
HMDB0031243	C03219
HMDB0031258	C08382
HMDB0031265	C14696
HMDB0031270	C08452
HMDB0031295	C17145
HMDB0031299	C14272
HMDB0031307	C02975
HMDB0031310	C15513
HMDB0031313	C12288
HMDB0031320	C20335
HMDB0031325	C12304
HMDB0031327	C19355
HMDB0031330	C07561
HMDB0031331	C06755
HMDB0031332	C19160
HMDB0031334	C18676
HMDB0031340	C02824
HMDB0031342	C09822
HMDB0031344	C06105
HMDB0031352	C12297
HMDB0031398	C04771
HMDB0031404	C00571
HMDB0031407	C00557
HMDB0031411	C06442
HMDB0031419	C14704
HMDB0031437	C03659
HMDB0031438	C08624
HMDB0031443	C08374
HMDB0031444	C08374
HMDB0031448	C01443
HMDB0031449	C03365
HMDB0031452	C10871
HMDB0031457	C10219
HMDB0031458	C08620
HMDB0031463	C10494
HMDB0031469	C17846
HMDB0031472	C08373
HMDB0031474	C01871
HMDB0031475	C14390
HMDB0031489	C19122
HMDB0031496	C08497
HMDB0031498	C16310
HMDB0031506	C06366
HMDB0031518	C00497
HMDB0031522	C00830
HMDB0031523	C17530
HMDB0031524	C18447
HMDB0031526	C02223
HMDB0031528	C12296
HMDB0031548	C02271
HMDB0031554	C12285
HMDB0031558	C15508
HMDB0031581	C14452
HMDB0031609	C02181
HMDB0031634	C08391
HMDB0031642	C19285
HMDB0031645	C06244
HMDB0031647	C19501
HMDB0031648	C15499
HMDB0031652	C02001
HMDB0031657	C10419
HMDB0031659	C02640
HMDB0031666	C02272
HMDB0031669	C18754
HMDB0031704	C10674
HMDB0031715	C14314
HMDB0031720	C02920
HMDB0031735	C20362
HMDB0031752	C09981
HMDB0031760	C10066
HMDB0031766	C10928
HMDB0031767	C10896
HMDB0031768	C15230
HMDB0031769	C10897
HMDB0031770	C14291
HMDB0031778	C14427
HMDB0031779	C11111
HMDB0031780	C18574
HMDB0031781	C14436
HMDB0031782	C18649
HMDB0031783	C18985
HMDB0031787	C18659
HMDB0031788	C15435
HMDB0031789	C18728
HMDB0031791	C10988
HMDB0031792	C18860
HMDB0031793	C18660
HMDB0031794	C18739
HMDB0031795	C11208
HMDB0031796	C11002
HMDB0031797	C18418
HMDB0031799	C19039
HMDB0031800	C18661
HMDB0031802	C10947
HMDB0031803	C18667
HMDB0031804	C11196
HMDB0031805	C18663
HMDB0031806	C18749
HMDB0031808	C18897
HMDB0031809	C18492
HMDB0031810	C11285
HMDB0031811	C18771
HMDB0031816	C01495
HMDB0031817	C06576
HMDB0031821	C14467
HMDB0031846	C13297
HMDB0031864	C10454
HMDB0031876	C09808
HMDB0031928	C16792
HMDB0031950	C03872
HMDB0031991	C10023
HMDB0032008	C12635
HMDB0032012	C06317
HMDB0032018	C14163
HMDB0032020	C07453
HMDB0032037	C01751
HMDB0032039	C01408
HMDB0032040	C19346
HMDB0032049	C06354
HMDB0032051	C12300
HMDB0032055	C02997
HMDB0032057	C12623
HMDB0032059	C14841
HMDB0032061	C16924
HMDB0032063	C14200
HMDB0032064	C17854
HMDB0032075	C01963
HMDB0032079	C14521
HMDB0032080	C16247
HMDB0032104	C09752
HMDB0032127	C04623
HMDB0032133	C13624
HMDB0032138	C02201
HMDB0032141	C03764
HMDB0032175	C03141
HMDB0032179	C18706
HMDB0032199	C05821
HMDB0032231	C04308
HMDB0032273	C06551
HMDB0032287	C01913
HMDB0032306	C04067
HMDB0032322	C03648
HMDB0032323	C08306
HMDB0032330	C17601
HMDB0032331	C03107
HMDB0032332	C03124
HMDB0032368	C03962
HMDB0032385	C19504
HMDB0032388	C06332
HMDB0032456	C07834
HMDB0032462	C02088
HMDB0032465	C14690
HMDB0032473	C06078
HMDB0032489	C13422
HMDB0032523	C19524
HMDB0032530	C20261
HMDB0032538	C06771
HMDB0032539	C14691
HMDB0032559	C14302
HMDB0032560	C19119
HMDB0032562	C11016
HMDB0032563	C14562
HMDB0032564	C14581
HMDB0032565	C19415
HMDB0032566	C11042
HMDB0032582	C02499
HMDB0032584	C14231
HMDB0032590	C17497
HMDB0032594	C10804
HMDB0032609	C03005
HMDB0032611	C10475
HMDB0032612	C10812
HMDB0032616	C00482
HMDB0032619	C07112
HMDB0032625	C14311
HMDB0032635	C10938
HMDB0032641	C10247
HMDB0032644	C09951
HMDB0032696	C10203
HMDB0032702	C14752
HMDB0032706	C18750
HMDB0032707	C10415
HMDB0032708	C13014
HMDB0032710	C18533
HMDB0032737	C14348
HMDB0032782	C11001
HMDB0032797	C08491
HMDB0032847	C04547
HMDB0032860	C14082
HMDB0032865	C14694
HMDB0032867	C08398
HMDB0032873	C11592
HMDB0032876	C10401
HMDB0032913	C03527
HMDB0032914	C14279
HMDB0032923	C14516
HMDB0032929	C14512
HMDB0032943	C14324
HMDB0032948	C17717
HMDB0032950	C09001
HMDB0032985	C04294
HMDB0032989	C03837
HMDB0033002	C11115
HMDB0033007	C03044
HMDB0033022	C16526
HMDB0033103	C06346
HMDB0033122	C10688
HMDB0033123	C11310
HMDB0033135	C11180
HMDB0033141	C19186
HMDB0033142	C00542
HMDB0033145	C18438
HMDB0033153	C08644
HMDB0033188	C14416
HMDB0033206	C19331
HMDB0033209	C14420
HMDB0033212	C02535
HMDB0033244	C14214
HMDB0033249	C06559
HMDB0033253	C17492
HMDB0033280	C10544
HMDB0033319	C10650
HMDB0033322	C16808
HMDB0033325	C08600
HMDB0033341	C20046
HMDB0033346	C10735
HMDB0033347	C17567
HMDB0033349	C10654
HMDB0033351	C08506
HMDB0033354	C09389
HMDB0033371	C12295
HMDB0033386	C17663
HMDB0033433	C08283
HMDB0033439	C09592
HMDB0033440	C09593
HMDB0033453	C10144
HMDB0033458	C00436
HMDB0033460	C04498
HMDB0033463	C10497
HMDB0033480	C10689
HMDB0033481	C10755
HMDB0033484	C09991
HMDB0033488	C08995
HMDB0033495	C11523
HMDB0033506	C16855
HMDB0033509	C02002
HMDB0033528	C08480
HMDB0033533	C13143
HMDB0033566	C16757
HMDB0033581	C05158
HMDB0033590	C09952
HMDB0033591	C10490
HMDB0033592	C08265
HMDB0033615	C17495
HMDB0033616	C17496
HMDB0033656	C08846
HMDB0033657	C03683
HMDB0033666	C02347
HMDB0033669	C05230
HMDB0033679	C16305
HMDB0033681	C08725
HMDB0033693	C08445
HMDB0033695	C20209
HMDB0033699	C01594
HMDB0033701	C13534
HMDB0033704	C01825
HMDB0033713	C01875
HMDB0033717	C04617
HMDB0033719	C08386
HMDB0033724	C13910
HMDB0033731	C06413
HMDB0033733	C15770
HMDB0033740	C09793
HMDB0033747	C03210
HMDB0033748	C08251
HMDB0033750	C08255
HMDB0033751	C01750
HMDB0033752	C01198
HMDB0033762	C10048
HMDB0033765	C08446
HMDB0033771	C09923
HMDB0033776	C10429
HMDB0033778	C10451
HMDB0033780	C01905
HMDB0033790	C10379
HMDB0033792	C14499
HMDB0033798	C07350
HMDB0033802	C08888
HMDB0033812	C10832
HMDB0033820	C10467
HMDB0033826	C14693
HMDB0033835	C11155
HMDB0033844	C08591
HMDB0033847	C08906
HMDB0033850	C17449
HMDB0033852	C10738
HMDB0033853	C10739
HMDB0033855	C16223
HMDB0033857	C08499
HMDB0033865	C08334
HMDB0033871	C15562
HMDB0033873	C08840
HMDB0033882	C16968
HMDB0033885	C14285
HMDB0033895	C01403
HMDB0033897	C10794
HMDB0033898	C16941
HMDB0033910	C07113
HMDB0033911	C17671
HMDB0033923	C16434
HMDB0033924	C10204
HMDB0033928	C03567
HMDB0033930	C09060
HMDB0033933	C02278
HMDB0033934	C00014
HMDB0033938	C10437
HMDB0033939	C13732
HMDB0033940	C08993
HMDB0033941	C08449
HMDB0033944	C05853
HMDB0033945	C12303
HMDB0033947	C17512
HMDB0033951	C01733
HMDB0033952	C08305
HMDB0033953	C08717
HMDB0033956	C14430
HMDB0033960	C16942
HMDB0033963	C07600
HMDB0033966	C08369
HMDB0033967	C01839
HMDB0033969	C03098
HMDB0033973	C17639
HMDB0033977	C19443
HMDB0033978	C19238
HMDB0033983	C10207
HMDB0033984	C15802
HMDB0033987	C10509
HMDB0033991	C10216
HMDB0033994	C12125
HMDB0033999	C10434
HMDB0034004	C10037
HMDB0034014	C12134
HMDB0034027	C10529
HMDB0034029	C14396
HMDB0034041	C15511
HMDB0034050	C10523
HMDB0034062	C08907
HMDB0034063	C17470
HMDB0034070	C08427
HMDB0034071	C08425
HMDB0034072	C08239
HMDB0034073	C08437
HMDB0034081	C11049
HMDB0034087	C10422
HMDB0034093	C12303
HMDB0034094	C09994
HMDB0034095	C10062
HMDB0034101	C09994
HMDB0034103	C10827
HMDB0034105	C01263
HMDB0034106	C18587
HMDB0034107	C16930
HMDB0034108	C01457
HMDB0034120	C10474
HMDB0034121	C10452
HMDB0034122	C14567
HMDB0034125	C10486
HMDB0034127	C10521
HMDB0034130	C18080
HMDB0034144	C09980
HMDB0034145	C10464
HMDB0034146	C13846
HMDB0034147	C08723
HMDB0034155	C14415
HMDB0034158	C10787
HMDB0034160	C12298
HMDB0034163	C12293
HMDB0034168	C01455
HMDB0034170	C06202
HMDB0034171	C16074
HMDB0034172	C12305
HMDB0034173	C10514
HMDB0034176	C02018
HMDB0034183	C16986
HMDB0034188	C10421
HMDB0034198	C02787
HMDB0034202	C20046
HMDB0034205	C10803
HMDB0034212	C09947
HMDB0034213	C01590
HMDB0034214	C10418
HMDB0034216	C09993
HMDB0034218	C17669
HMDB0034219	C03844
HMDB0034221	C08257
HMDB0034229	C01925
HMDB0034232	C14449
HMDB0034233	C19377
HMDB0034235	C01949
HMDB0034238	C08390
HMDB0034240	C19506
HMDB0034244	C06323
HMDB0034248	C19506
HMDB0034256	C10882
HMDB0034257	C09312
HMDB0034259	C05669
HMDB0034262	C09312
HMDB0034266	C08271
HMDB0034269	C09275
HMDB0034270	C09925
HMDB0034271	C07606
HMDB0034272	C09305
HMDB0034273	C02660
HMDB0034284	C13834
HMDB0034288	C08384
HMDB0034295	C19621
HMDB0034297	C08365
HMDB0034299	C16748
HMDB0034301	C01746
HMDB0034312	C02162
HMDB0034317	C10404
HMDB0034318	C16797
HMDB0034319	C10681
HMDB0034323	C16759
HMDB0034326	C08284
HMDB0034335	C01692
HMDB0034341	C01692
HMDB0034344	C01752
HMDB0034355	C11101
HMDB0034363	C10350
HMDB0034365	C01047
HMDB0034376	C09269
HMDB0034380	C08387
HMDB0034401	C10443
HMDB0034410	C10077
HMDB0034411	C10515
HMDB0034423	C15793
HMDB0034435	C09644
HMDB0034436	C07593
HMDB0034437	C06588
HMDB0034441	C09996
HMDB0034443	C17811
HMDB0034444	C17810
HMDB0034446	C07733
HMDB0034450	C17002
HMDB0034451	C03425
HMDB0034453	C04486
HMDB0034454	C04485
HMDB0034462	C14718
HMDB0034472	C02008
HMDB0034474	C09517
HMDB0034493	C09801
HMDB0034494	C16752
HMDB0034498	C20700
HMDB0034506	C17422
HMDB0034507	C17423
HMDB0034525	C08931
HMDB0034533	C08984
HMDB0034534	C17543
HMDB0034561	C16947
HMDB0034580	C10865
HMDB0034648	C08980
HMDB0034649	C08983
HMDB0034650	C12081
HMDB0034652	C17420
HMDB0034695	C08796
HMDB0034697	C09839
HMDB0034706	C08795
HMDB0034714	C17493
HMDB0034723	C09404
HMDB0034731	C10826
HMDB0034735	C11887
HMDB0034736	C11882
HMDB0034739	C08505
HMDB0034745	C00422
HMDB0034780	C20203
HMDB0034826	C18368
HMDB0034834	C09306
HMDB0034843	C10501
HMDB0034850	C18867
HMDB0034852	C11125
HMDB0034853	C10914
HMDB0034854	C11035
HMDB0034859	C18442
HMDB0034864	C04720
HMDB0034913	C11494
HMDB0034920	C08637
HMDB0034925	C08934
HMDB0034926	C08933
HMDB0034927	C08794
HMDB0034928	C20242
HMDB0034932	C02344
HMDB0034934	C00844
HMDB0034942	C11673
HMDB0034945	C09189
HMDB0034955	C17565
HMDB0034963	C16927
HMDB0034964	C08623
HMDB0034968	C16927
HMDB0034970	C11391
HMDB0034972	C17125
HMDB0034976	C01411
HMDB0034981	C04273
HMDB0034985	C11387
HMDB0034994	C17544
HMDB0034997	C09723
HMDB0035023	C01470
HMDB0035026	C16945
HMDB0035030	C08325
HMDB0035031	C10897
HMDB0035041	C11865
HMDB0035047	C14161
HMDB0035078	C01499
HMDB0035080	C13715
HMDB0035084	C06394
HMDB0035089	C01767
HMDB0035092	C09847
HMDB0035093	C09849
HMDB0035094	C11386
HMDB0035100	C11938
HMDB0035104	C09662
HMDB0035140	C06082
HMDB0035155	C01500
HMDB0035156	C12294
HMDB0035157	C09861
HMDB0035158	C07271
HMDB0035162	C00843
HMDB0035168	C17642
HMDB0035196	C09209
HMDB0035208	C16753
HMDB0035213	C09904
HMDB0035214	C10343
HMDB0035227	C02287
HMDB0035243	C17268
HMDB0035250	C11939
HMDB0035268	C06578
HMDB0035282	C10822
HMDB0035285	C10822
HMDB0035287	C09652
HMDB0035312	C00243
HMDB0035317	C08582
HMDB0035359	C16843
HMDB0035400	C08464
HMDB0035403	C10460
HMDB0035407	C16949
HMDB0035478	C10283
HMDB0035484	C05619
HMDB0035485	C05619
HMDB0035588	C03951
HMDB0035593	C09715
HMDB0035601	C08490
HMDB0035602	C09893
HMDB0035603	C09132
HMDB0035604	C09893
HMDB0035608	C09788
HMDB0035622	C11408
HMDB0035626	C08760
HMDB0035631	C09690
HMDB0035635	C09993
HMDB0035643	C09730
HMDB0035646	C03173
HMDB0035658	C06308
HMDB0035659	C16459
HMDB0035688	C17277
HMDB0035695	C05918
HMDB0035698	C10682
HMDB0035705	C08609
HMDB0035710	C09066
HMDB0035716	C04371
HMDB0035718	C16974
HMDB0035731	C12486
HMDB0035737	C09885
HMDB0035742	C09286
HMDB0035743	C11941
HMDB0035750	C08991
HMDB0035754	C09709
HMDB0035761	C09884
HMDB0035762	C08304
HMDB0035763	C00553
HMDB0035766	C09836
HMDB0035770	C09840
HMDB0035772	C08773
HMDB0035776	C15858
HMDB0035783	C11390
HMDB0035796	C10080
HMDB0035798	C09711
HMDB0035807	C00887
HMDB0035814	C09489
HMDB0035820	C09848
HMDB0035825	C11396
HMDB0035828	C09490
HMDB0035830	C09780
HMDB0035832	C08608
HMDB0035833	C17073
HMDB0035835	C09685
HMDB0035836	C08611
HMDB0035837	C16462
HMDB0035841	C17384
HMDB0035851	C09875
HMDB0035857	C08946
HMDB0035858	C08775
HMDB0035873	C10480
HMDB0035889	C17489
HMDB0035891	C17489
HMDB0035896	C09696
HMDB0035906	C09289
HMDB0035915	C07287
HMDB0035920	C08636
HMDB0035921	C03514
HMDB0035922	C08771
HMDB0035924	C19907
HMDB0035934	C09484
HMDB0035973	C10029
HMDB0035984	C08788
HMDB0036004	C17505
HMDB0036006	C10370
HMDB0036009	C10382
HMDB0036061	C17062
HMDB0036062	C17568
HMDB0036064	C17568
HMDB0036065	C09665
HMDB0036071	C16779
HMDB0036074	C08511
HMDB0036076	C20230
HMDB0036079	C18018
HMDB0036080	C11415
HMDB0036081	C19818
HMDB0036082	C11395
HMDB0036089	C09868
HMDB0036096	C16909
HMDB0036100	C03985
HMDB0036101	C11389
HMDB0036103	C16461
HMDB0036113	C20260
HMDB0036115	C09906
HMDB0036130	C09600
HMDB0036154	C19748
HMDB0036155	C16943
HMDB0036156	C09747
HMDB0036157	C02951
HMDB0036158	C19748
HMDB0036163	C16776
HMDB0036164	C09750
HMDB0036197	C09621
HMDB0036216	C13798
HMDB0036232	C00922
HMDB0036328	C20216
HMDB0036364	C09718
HMDB0036408	C10346
HMDB0036413	C09647
HMDB0036423	C09547
HMDB0036443	C17501
HMDB0036456	C09695
HMDB0036458	C01234
HMDB0036460	C08458
HMDB0036461	C16286
HMDB0036467	C09684
HMDB0036470	C09633
HMDB0036491	C08370
HMDB0036557	C01553
HMDB0036559	C06307
HMDB0036562	C09771
HMDB0036565	C12287
HMDB0036566	C08597
HMDB0036574	C19033
HMDB0036578	C17501
HMDB0036579	C09628
HMDB0036583	C11512
HMDB0036587	C08778
HMDB0036590	C08584
HMDB0036591	C01902
HMDB0036592	C12112
HMDB0036595	C10498
HMDB0036599	C08486
HMDB0036616	C10522
HMDB0036619	C10028
HMDB0036620	C10029
HMDB0036626	C02274
HMDB0036627	C20210
HMDB0036629	C10072
HMDB0036630	C10538
HMDB0036631	C10106
HMDB0036632	C10072
HMDB0036633	C10186
HMDB0036634	C01604
HMDB0036641	C09301
HMDB0036643	C09499
HMDB0036648	C09675
HMDB0036651	C17890
HMDB0036656	C15428
HMDB0036677	C09190
HMDB0036680	C16946
HMDB0036688	C09382
HMDB0036698	C09110
HMDB0036699	C05720
HMDB0036700	C09081
HMDB0036716	C09720
HMDB0036728	C11873
HMDB0036735	C07605
HMDB0036763	C11876
HMDB0036764	C17488
HMDB0036766	C17488
HMDB0036768	C16960
HMDB0036769	C16959
HMDB0036771	C09492
HMDB0036789	C16908
HMDB0036792	C09629
HMDB0036799	C07593
HMDB0036811	C09118
HMDB0036819	C04223
HMDB0036827	C09183
HMDB0036836	C09071
HMDB0036837	C17508
HMDB0036838	C08618
HMDB0036860	C07603
HMDB0036861	C07602
HMDB0036868	C08594
HMDB0036869	C08605
HMDB0036888	C08777
HMDB0036895	C06094
HMDB0036896	C02034
HMDB0036901	C12308
HMDB0036909	C14146
HMDB0036924	C08585
HMDB0036925	C08586
HMDB0036927	C05430
HMDB0036937	C10433
HMDB0036993	C17518
HMDB0036994	C06075
HMDB0036995	C09898
HMDB0036999	C01951
HMDB0037028	C11647
HMDB0037037	C08765
HMDB0037070	C09678
HMDB0037107	C18325
HMDB0037113	C18487
HMDB0037138	C00897
HMDB0037182	C11624
HMDB0037209	C00124
HMDB0037247	C09832
HMDB0037254	C09751
HMDB0037316	C08650
HMDB0037318	C16978
HMDB0037319	C15531
HMDB0037326	C16309
HMDB0037334	C10191
HMDB0037340	C04608
HMDB0037362	C05623
HMDB0037368	C12638
HMDB0037377	C08598
HMDB0037417	C12629
HMDB0037429	C12249
HMDB0037438	C16981
HMDB0037441	C10098
HMDB0037467	C17441
HMDB0037479	C16417
HMDB0037487	C09830
HMDB0037506	C09826
HMDB0037516	C18203
HMDB0037518	C15437
HMDB0037521	C19214
HMDB0037523	C17498
HMDB0037525	C18137
HMDB0037526	C18138
HMDB0037546	C18140
HMDB0037547	C18205
HMDB0037556	C01536
HMDB0037600	C14476
HMDB0037650	C10223
HMDB0037655	C10237
HMDB0037658	C10222
HMDB0037659	C17626
HMDB0037661	C17625
HMDB0037669	C17633
HMDB0037672	C17631
HMDB0037673	C17632
HMDB0037692	C19807
HMDB0037700	C06360
HMDB0037759	C06035
HMDB0037790	C15588
HMDB0037798	C08285
HMDB0037821	C02108
HMDB0037922	C05229
HMDB0037935	C17563
HMDB0037949	C09617
HMDB0037954	C09728
HMDB0037973	C08629
HMDB0037977	C08647
HMDB0037997	C12138
HMDB0038000	C08653
HMDB0038001	C16315
HMDB0038036	C19318
HMDB0038095	C12139
HMDB0038097	C12139
HMDB0038111	C02549
HMDB0038120	C09674
HMDB0038121	C20241
HMDB0038169	C06074
HMDB0038172	C12077
HMDB0038196	C16773
HMDB0038197	C16774
HMDB0038202	C17490
HMDB0038205	C16815
HMDB0038207	C19738
HMDB0038215	C09729
HMDB0038318	C15769
HMDB0038331	C03351
